shopper_id,shopper_zip
dcf9542aade56c44c3d1b1e4434ed91a,01238
59863e3d0f7c5c94fad323d4510ef627,01247
84c1fbb3d9981f23b481f42f4efc255e,01420
c8cefc8f45927e3954fe7bc44e19cc94,01420
1fd91e16df806c31e34c56cf84d48408,01453
8cbae18896333f6a69846c688fef06fc,01453
11a14f665afcb49b01673ec4db31e6d0,01505
6cdb1b69b25f5e793b4764372e515dd8,01505
a0702b08fae7dc484e238546bb6c06f4,01535
c1b0e616b3a5bfd4e0ee5c1bcf8422d1,01550
28d0644aa1b878843f2bb3480890a0ea,01588
0706ca67997f9e5db6d8f1ddebbdcc7e,01603
1db7478bd378a7dc1d54c63a9e3f8025,01605
5b1acf8b9c9a05bb066a88c6b8104c82,01605
1dc90adb721785feb02ebccc20050f83,01610
a2bbfdd93628d77f7f18717e1e8b1921,01752
bb078a608de741cfd501cbd28502452b,01801
5a8bad43ae4ca637f75e897d63918fd8,01844
3d8641b327593093f6e815345dc953b1,01845
fc42108775eb5279fd6a527f7adeae0f,01863
b476007a55c36de276f50c8f571719a1,01867
e3cb89b0284ddc1298225de3cec06fd9,01867
1be6367336795415ba4a986488f1d6da,01905
5696e40b7a67aba6fb2f57efc2bfe4cb,01922
dbf4f14d6e419a228257139752510bc0,02035
1b66d0b8c61be4cfee253597e3ccbf7f,02050
fe3ff51f21231565eebfc35afe211848,02056
c11dbfb187a367a618efe1277c66cbb2,02128
bbd97c4b4583020c559af6f03d9c1669,02151
1b806799777db50646189d7b3c68a38c,02152
94dcf0123050783d938cf5a5272dfe29,02360
12f6e28bae8eaf69a7fe839d173c0f2e,02401
3084a7066608dc7323842672e786e42c,02492
3cf74cc00efb41f1ed57c9ae9f8a1f7b,02724
b4c8cbac454198c01c0f29f772df3363,02747
aa59c014efbc40f127aea48852dda7e0,02769
bb37d002c170a310d6037782d5d24a5b,02769
3d018c98ae84cfc6c194d7a23b4f16d4,02814
63349cbf962f3f1b31959b432e54f5a2,02864
bef8ccc91f229dfcf9f0d88f8729d4d3,02919
cc1e2fbc78a35f03d2e36e45b683409a,03054
cbfd167825486bbce8afa1a186cb9726,03079
07cfc094e89843533d0c88e329ebb07b,03087
444009d3e8c4d20f3a6e0e7c011ac917,03087
88418f776419a20f40db5a1ac1e66ed6,03102
4eb75358e08329a65c886f6e68554562,03104
9da53ee4c628d8c188758d178c166e3f,03104
4432c89e288228e9b52a638e33bc0593,03235
6c791c1820089d5c7760030f1c070b49,03246
fa6fcf4ea0ded70985de4e5813a14db1,03246
7a41e635faab8a87afd84facab652c4b,03303
9f186a77b7ab3a9de3a2353e3b7aab02,03431
4c7516da94a0934d33e3c080372adce1,03743
a045f2d536d5cdaa656723db1d9dd6bd,03743
ad317577b1230aa60521b2c8d3e0a165,03773
8a3b2647660ed1b6ed7a637160492f84,03801
4bb5e1e2591cd64013a9765e773ce0b4,03809
5ad3f984f5387b17bcf4fad7c4f19936,03841
6b1fd8bd4ac96cf5c25d7f6d60f4760e,03874
daf18751dc94f4950e9af26b532a4854,03874
ee7cc262130cfac48391ec6e78a8e0c5,04002
03634224ecf6d3d7b9b7788b5595aff5,04073
1ac5dc82ffec462b3f266a07294eab71,04073
9dd295732bf41c9d89d6f3a8a9fa9580,04093
382601c29e2b67ccaccdfce62d5298bd,04252
596772f36f0d202acfdb3d23c151c076,04253
3ca8577b330135e1169a0ff25f6a3579,04401
ff3fe1af54125da6c54a16c063cbe48f,04401
988a1acb9dab580a23cd41810c4f39e3,04444
7318604934badbcce37429b425275920,04473
96490161e1e6df0f09750741ea5aa7d1,04730
6f2b32dd928ad05628c20e92cfbf83da,04864
e82d54c55e6812b964a43f2d5f61c58d,04864
0defcce91d241d5b2aa8ee96f84cb3e3,04976
cb68e309c950402e2c51bf405632ddb3,05403
ca7c50715e137cab7972e15f4d98ae25,05488
52d5d1970edb5bda20615b2351a947b1,05602
6c9a9aad3b66c2146e81c8e4880f0ec0,05602
6b45d4676457a3ac4099c12753990fd2,05676
2a5349e0abc3be74f01c67b338579ad2,05679
2fd7b11500ad6373e2764731a3df805c,05679
5c9e7c3b68f733783f620834ea5fef74,05732
0abfde47188db799b3cf3a4ca5d4ca2b,06001
7e8bfb69aa6d87a3d69d646640ca8739,06001
8f93fce99726a3ea36e9971d5b7c0e8d,06001
c51b6dc865647652c44684e100d68b1a,06001
38558b31338c7bf2ac189d6a7ae95d32,06010
39a3390a873f0f33d7a0bc94f38daae8,06010
c34c42b87f9b474cd57d61cfbf0e45f2,06010
0d2291b8015716a86cf0d4168eb65a7c,06040
2720dfadd6666da6edeaca7df7e0fa4e,06040
4410fcfc82084efa15dcf291406ed8d4,06040
d3f4e4457984564dc4ad4bbef50957eb,06040
d8d81c3b579651918ae9ca090a7913ec,06042
57963e723e35b8bdc9a24870946421bf,06062
f01c5ddbab988d829ba720ec8f3658dd,06082
672346a6584af5a3cf35d8c6b436ab85,06084
f577b287a2db1c61d3859f2c49749118,06095
04fb127f921e56224193d01e259b8c9d,06096
f784fb3a5a87ef6b96e4d2d677ec3182,06106
964e18c5e67b7577b07581b4c7f8b6ec,06111
a4eed876ed35701a03f673534102e19c,06114
b60caf376ea7b4e4e2c08bc82b0f13c2,06117
08ce7648569a9f46abeb8f1534c65268,06241
ef130fe3c8e96b5a94a0e4f4ab825ca3,06256
afd2c61d3000b0200a031df262d63274,06354
122e96687c9af24ed681f2431c4aefe9,06360
8f63a508c13c86a51ffabb1c8d16d246,06360
dd3ffee14b3efc42611e8ac6cd5f4b73,06360
f731fd5c06201fcabce7395dfcdcb19b,06360
9c434765aa1c7e8c5a83a72b13f02737,06370
d25afd615b3443a5c9572b94bd5a0c37,06371
23e9695a0c968f815c21f3679ff5e704,06375
1a247d929d24b2a60a1336b9b7e7845a,06385
456cfa417a0483f9f55ac8012a44c31d,06385
71c0b2522d8d373d48e203b98316cf4a,06401
7d3abf610e0a4e7d383d5c7cca22caf7,06405
946fcd2d886a7a0337a75d20d5106edc,06438
b6517ecd3f483935ff853e572dfc138f,06443
cc1637784d0f506f080b345a5f8cbe76,06447
82db4d041109fdb226dc49a71f595ebc,06457
a7efa6c3860dd4921f55b1131d84ad40,06457
c3420a63e454b81e83c62f35fad60610,06457
e7b51c582fda95b207cc3dcaa526f7b4,06457
b33a467976023a1271fa80b583a52191,06460
c833442588cb4b6f19cb34136ef91c8d,06468
a8d12047917c0144171a2855c910f447,06484
9d201dfd5ed4407896930890ae417a18,06492
b72968383aeeba0c6f702e3ba11a05e7,06492
e985e3ff4c52a7ccce40a6ad1266a1d9,06604
37cf4251ceb60eb1ab75941498d92f1c,06702
67c485a7822b115c62e466bec1d9cad5,06705
12a4fbcd2830a83273b74b0dcc8052ae,06776
f1788873720cf347d975ad3d0d25c849,06786
8343493068f5127abf30a8a86439b03c,06790
8216109d6adeeaf0e15b5786b6570c09,06811
ba771265462078323aa9128fe860fe30,06811
c29ddf6e2652e9a319181bb1c6efca52,06880
3dd8d4ff548e7ae169dcb55b1fbd001a,06902
cb5c7262a80804800314eb6b5ea760db,06902
586a78305bc07e7b2395c393443e030c,06905
841b782ada51e05ae90aa2216550303c,06905
cc0951516136056d4464dff891a1aaec,07002
135d244e27bbbfe19f8772341d149a10,07093
362487e85e36d8db464245343c25eaa7,07458
58cac5613a7adcf54ce74806a4dcf3e9,07458
c16714011678b9da4949b5193b53947e,07458
7687db2feb9c9d758866382713b58a44,07462
f18bc0f647d5f146678db49451370e3c,07462
092c45faa1a39004f1829cdd2425559b,07631
142be3682e79b45a059052108151d52e,07631
88862eaf7a47e131f89ac8bf27ff8819,07631
7ac68b35775e430aab7fcbab36e8558d,07645
7cb1c3f1c4ce66daaebce5abb989c40b,07645
dd92ce83db7da46f88257370d6a543e6,07645
00d487a8e1d5a7494302bfe7074ab3b4,10451
4089b3dc4cbc152aa80b6e46d86d924a,10454
968e96c3a86941acfde7b59eeca733c0,10454
d7cd280f6865fde79f9be149cd398bb7,10458
26f8f8b2e88ca63985bd065b6e70489f,10541
1e68176317a85dec4a1369266e33f2a6,11003
16adf719554b4d9db4fd06c5076c1faf,11207
d0e7170f813af40cb7b0cab1421e2888,11207
20cc5e1831eb19be724c7f639d7d6d22,11553
52b8f463deec0fbdc7046810e762fc9f,11747
dd01b02d179c71087dee48b65565b062,11747
469349ddc2578126e760d611542f3167,11757
9392cde6371b89271b5e4eac3f1d0dc9,11757
bee0996f76a6b73033f69c00f0d70ccc,11757
c359067dc3fd50eb685f57c85670fffd,11757
d2344b9de9da0dc295ad19562d912223,11757
2e6e96f07a9557d3c1627c36da5f8305,11791
419e30fd2a5f3ee903e6b7489116be19,11801
8b8e5b73b47d354e0cadc8d81883d96f,12020
684cb8e849a6862fa8b714fcaeb8e90c,12065
6de5eca3a8c72c3449151b40faf0c891,12065
dc0a0bff80a7c4f846f2dde02917105f,12198
073e8bb1ae3dbfd10d5657c508364d12,12208
347d1041a52b0eb8a5d5eccffe50a243,12208
7d8818c4c7db9c020109fb88f4faced1,12601
c3929a8cea48fc6d3d16550f9132df6e,12601
328734199ed43251e904f7ff7ff94f86,12734
569db250dde68ff6760fb8c77f948f8a,13617
31e8c54c20a8302870c697d471145cba,14048
19df90fd14b885db3251a36cade57d63,14220
8a475f9f631aa76e1e7fcf5b6dc9c03c,15001
bcf197ea46d911ccefe3ba3184b05534,15003
521aa395e033d39ef497458a07df03ed,15010
824572e941e205dba565e74d50a6fe53,15012
fd38456bf8e8e36b9c2beb5cba8d952f,15012
764853f7df2c6faf08c042d916feaecd,15017
119822ae06d4760bc8983a784e1ba1a6,15021
a4e4fd54bd34ad914aa799889a907ef1,15024
ec0788dbc0818cd5ad19e4530f864938,15037
0f76eb50adc577a3af2eabc1d8ffb322,15065
2ceccf7d7884c8bf81af3eba6e3dfbb7,15065
86cdd1da8b723c96bb9417fa146c1850,15065
ab2759c307458bb6f5df8a616b194e79,15068
fc20ba54ae835d70c6c0f8e14034b6cb,15071
a2cb2b1f36dc46e0b2d25b45214437e0,15108
02de1c599b48c085d9a3d3d7299e0752,15120
ec083d8d9f0edc39a87fa359a78a02a4,15146
1368184017bf7fae289e903ccd5e8860,15202
227f5e74c557db00c940216fadb7a290,15203
68fcc0022e72aa5f5bd8f235a5d8f79a,15210
5c57d1600f6344d3ad00fbee071b5852,15220
15ede398c9d8bec7d45e90a5e0550b28,15226
31eee393d9f5fb8293abdbd1f61a55e4,15226
4064da282dd997b4b98ba5f554356a7e,15235
94f33ef412448ae317357d19141ee104,15235
ccab2133c75b4b73f0cbab8dedc31fb2,15239
f7cdf25f91cd0fe41dcc0c84dbc7b4fb,15301
2ac8d70d7e013d0154d55c0313facafd,15349
a68ba3e53341e76fdd509099a66cfc84,15461
f0850413d45d0429a78d408e92c030c6,15697
5edd82df6c0f20aa284eefee3c9fd794,15701
d1e66eb52e1595f2821e8e22e3acbc9f,15801
e3fdbfd85d6c4c5f98d778cdecd906ae,15801
c7a42ff45f1e0e700ccf87dc8eecae54,15904
c2ad81bb7ac0154a610ac9e15fd31a20,15926
117c787f836fdc96913adbb737fb539b,16001
5725916cbc1e6b11316962732695a874,16001
94a98298222d104595762bd52c6e2ebe,16001
bcda96ad21bf4be33610d22ec57a6272,16028
79af946c0734f2824234cc4656202ee2,16101
bb1e04d667cda2fb5a2defe73a346665,16117
6c5072c112a434c3effbfa031848d836,16134
ea7ef7a98581ec9e3465648797112dde,16134
c1f6878330bba4af54cb498f2ec462e5,16136
a8e5df068a36e6000efbb7df21a8463a,16214
631dba7b7530612be3ed8a669932921b,16226
d3c0c4279c2c55190890b8930a17ca3d,16749
816d72d829defc3b033661d8000ceaaa,16858
44eed6f4865ce8f9bdcff0b93f3dfb7f,16866
4eee83d230dbc84ea0cca93da0451e7f,16930
2a7621c29adf9394eb0d3ed5aed36e1a,17025
39aa3fa5e9d60a09df5001bdcc5d4ff5,17057
6ea5c543fe8db69dca9d2a665a28ad1a,17057
575793e0a0b47373f1cba730a08fe16b,17084
89a1ef04493f8fbde1f07ca269ff7fd7,17084
62e4940514afded61751205446d4576a,17090
cc54d967ef7ceb9ae472e753e02af483,17325
7115fef96c4d7651af72dc2bbb14bd6e,17728
835d17980d3d3e4f534cada99526b3f9,17740
a98b8f558c78a21e0fd3170fccf5852c,17740
4938cf6f7549f6e0df628eddf4487975,17758
5a5f0be40461d65672746b779cd2d4d3,17846
1b402f882982980ee3226c50ba73f703,18014
1c9f1d505edcea35b412e3545250ed55,18014
b93e2a6283e5001da3e193f7f5822317,18014
e145754c3c71cfe7758daddd14668680,18017
c177d24de40be1446cb55f48f6f44d49,18018
1ceae9fd613fb1a2c1fc701f7dfae05a,18032
c7a1575f846901e5535d0e3194d437c5,18055
d7540a442b2e39fbcbd1a499d4d37c30,18055
a457940bd7f9cee0a4a8aa2581ff9dd7,18210
4c18c13faa5629139663857327d74448,18235
9ec46b2a4a938ebd80d69e5d63531200,18336
09e14886cc57d5b8f4912e5993445db7,18360
bc10758019e87839a68badb13e09577e,18360
54d4f504563e3b7a18065c482f92dc24,18370
62c011dd228f1684c16c34ce8e7930a2,18444
56a693b7d69246b56d90b665a10c9487,18472
23127d923384d2b7c05c0dcac24721ab,18504
14c9db7ad56c655e6bc974c5bd615da3,18634
dc6c7bef7eb9b82dd2f74f828287dd57,18643
a43f4f825970a1de349935f985e65e37,18651
d50f8f1d24582077f4b3bde5394c277b,18657
62c08366dea0e711dcd887778643ac0b,18704
fd530c02b0207afb37af48b88afa970e,18707
09ce1b18c1bc503b92ea177fb69e1bc3,19010
9f288b89501d6833002db4551a259eac,19010
d9d367858a9d9976540df0161ab3ce34,19010
074a2bc0c1e9fc68e746b8b8288250df,19021
4c84e431ab22e304255bf6864ec205b2,19057
26492324a566a86f64c345df1c6e8ed7,19067
f08c8d92996857b8982ea46c8fbbf23a,19372
030bbc8f9b59cc76b0da64b664b6f8fe,19508
80fe7afa92558483335fcf7ea421be4f,19508
38b2a4924dd4d0ed81373a5abe8b1cd4,19701
25e52944cb11f6a1642b052f827eac88,19702
2f6755227f220e934c7639c30c428c6d,19702
0f5796333d5bcddef20615b8a4901b12,19805
00d4d51e604898d86492a4ec10e0d3c0,20151
041869b171ee9bba59cee4f4d56a2e14,20151
5306135d75e937887563751d58427d60,20151
89e7c1e805eea388882fd4c06167d5f0,20151
a98b7b32d4e06ad2b7bd93c36156e54e,20151
af64d3423fda894b1b69b59fd08ac1cf,20151
c52eb624761fef3187468f8eda74b8b8,20151
aef9445607266ab111d1a6212c20d81f,20637
83f533233bac8318cc74ae769e8f1a37,20706
c7275e0c4c66cbbfa8e13d44f95bba41,20721
8b116f998250ccb1badbd0c17a1607dc,20774
ab18d2b030c0f4d89a0ed624313c1fc4,20854
0781ae8dc4f64e0ca54c1732b6a402d9,20906
c326ecf41bd26c8e3ceaedd380d97000,21061
5d9deb76442dac7bc1512bd6201f53fe,21075
6a5abbbc206befda29d865dbdef5375b,21075
2c64d429a2f4a78ea12a13d8c16d32eb,21234
bf5cd16f0af6c58a366a994d01ce5562,21234
7f6e048c7a871e34adecf99af8d0dbf7,21236
e743b9943497e80c755e3533808d1d27,21236
11e7398495249ac8cfbb43f1ed4b1bdf,21286
3ded807b3712f2c57732910f4e83a998,21601
37952cacc157f294e52af0470d14b534,21784
b7441a3f8df8a8e36b5048b32a650661,21921
7158dde903f615d4bc218ec5af6e437b,22192
98afe56d9841872026121a0e11a21b28,22482
c0441fa2f20ed038d4c45c3f33eb5c5b,22488
f63ff2684aae2f5fab3c35253614efb6,22572
62fb308a5531953a8ed4f745a0535ea0,22601
022341e5920385c0f34fbdecb6f1632d,22602
4bfa3842c0529cac50da65ffbc8fc0dd,22602
773cf557a80d13fb0fff73a8c4597710,22602
2799f6ca35809c4344c56bbc9229043b,22949
4abfc1c2808023a7b8cac93984b9842b,23005
72971bf4c1d56b57efeb4d796d887fa6,23110
77bf2d7997865fdd9c93754d4d605f5d,23139
66d3f8a37d3d8960b94ed7dc3200f387,23150
a71336e2f7a9ae2756e237e5cfcca7d8,23181
be55b9e49b692b77192107b79bc9ee9f,23185
23be0e5d30ed403068d09bc14b0a4776,23234
30150a313a9acaf167ce00f59da781e8,23452
e32a670942b7e7f1013bebfe398345f2,23503
ccc0951d543eb3f38559d5bedb3e225e,23601
eda2dd48fff491c92466e3ce94ae80e4,23824
25e91b756fd6d557a16d2e8db8c5ed8b,23842
a884cbbacc321b371574a5612c9a235c,23930
f76236c79987f3dfb96674e120097203,24134
fde21afb3635d8a0bc35988dc5c6b7ff,24134
b5efe1274930d49d9de04425d06db5e1,24141
5945d7481edc0ac237baafa0a04e7005,24153
1cc4dbb9a6a88282ccbeccc532b2e926,24179
c6743f046e7b9727f47e33051ecf93fd,24324
cce118f9ff1375960e1106d094b2fdb6,24333
7fc2725c4e3f5b38af4f68aa50f18aa9,24368
fab051e84e02ade912ef4e67f973f8dc,24501
543cc1997c54fac1dbd83105b50d8378,24502
c0fe2187c68245f5121890032da6177c,24504
899f6b6a448a9d84b625cfac43f77320,24551
207bc8c9dfc83ec6245edde294592530,24614
cc72b7fafe98476aa189db460b457fe7,24740
0922b5f023acc0e2e9996ae307afc666,24849
2385f3c88e211f78355e4b0d663a2e77,24849
830f1b415975fdbf7c4be4077d8017c7,24849
c86e4010fc2f4714779dbbe306ccc7c2,24882
22e527fc6aaaf4e36b14811e47dd4e7e,25053
f4aa35bc7298273217e745194a019ee1,25130
7628a72331b3792ee7aa81410039a03c,25136
035d0a08a3273c4cddc87c38406f75cb,25143
03e8761529b6f7a592b3f9dbf7e2182d,25271
69040a7e3aef840e87cf93a06246bf15,25302
120c2f107dd8a383d3de5d8ba82bded9,25311
ac4f89cc18b378d433edf34650c77506,25701
4b2e2cafae05be7f0650afee90cc4df0,25703
2622023b5b5dc371a7f9e4c8087659c7,25813
db35e7158ac8e6f63e07bdc120540b7a,25901
52fd36030e75d5b774514dbdb93d0b89,25951
e8f42b2ea41f5adabc9bd10c2a402097,25962
3ba7e722dce5c16d149e322c496bb74b,26041
0199b4674c9078308ab396f60f3375cb,26062
8da22cf0afbcdadfbbb661b83b65467c,26101
e4112a620600acb2c4139d1893cf88a1,26101
c21f8555657352b21ed1308fffbf760c,26159
1932fedbe7f40002904dccccec4d12ed,26241
22ee915ecf025b442f28f665ba5672ae,26260
cf5489d4e0947a3688d373d736e70849,26288
03790a5bc089b4c71bd4f2c332860e78,26346
f3d1824fabb440f1b7bba61576c5b2c7,26346
94fa1895fe26915ef3ca5f0c8bb8f0b4,26452
7f10474a090a50c35809cef31c4ab01c,26508
bd7d554920f81f96cc21738077f14cfe,26508
5e6d35b893c1d0f252a1a9e420350bca,26547
729111158d89cdffff71bfeabb7ecf82,26554
317f25fdbc7ba207eabc6e3e04cd7358,26624
774c87a3fd6245729f123e0513eaefaf,26651
14f691eb2163c400cb5da71c41fe102d,27011
160cf2129c628d5aa872230bbc23c1e7,27011
92ffaefddc3f278f21bbc0c341063043,27011
a607d05f1635e9eef85e455b4c25b652,27011
6457f4ad5d89cadd82d2e3c8a31a0597,27012
fdb518c6a0b07a5379b1ac0248a640ad,27012
1260d0662505c6d69e6c29ed356dd970,27021
13294ba627e6db4a0ea2625c50b6ca93,27021
3e20a20993e5be586e4013dcee2dca61,27021
71619e71c9f398f914f9d680eb3f4c2b,27021
8da395d636b861c2f2e3ac11c915b5f7,27021
caf3c411f94da8e45bf29298b6ce6561,27021
aaa3bcaa24eb50d656c6fa8bbbd4b6bc,27023
606888438d140ac8c375c9d2eed15d4d,27028
74fc2af7b6bc1af7579b06cd96f20dc6,27028
7c251e65fafe1ffa0568b47e6652de93,27028
07d07c277945d9940e53ca4391b15b27,27030
2a1e14eaafe622fc8929432b46671073,27055
2af7b86878e3609ff8905f780d9487b9,27055
70db7637dd54c6175e2ca121fd966211,27055
84966d7f876330e55fb8a57e86eed331,27055
8b4ae7478df3f399bc63fd5c203cc5b9,27055
97a4a60a1f497bbe2578d5d66f3a31fa,27055
9b92b6f9e50613c14bdd54144cbeb00b,27055
dcb5a31c80bf61be5137c2c4f77601cf,27103
fe2b6af76bbd743f6bc6e409b23bc200,27103
3c95c2ca46cf49e84a54c3e315e5a8bb,27105
5daab19beef849b738666912b58e1089,27105
5ca79a5ca25f2ca7a83113479d629234,27106
1771888f62e86bcf6eeecd4c7a34ab77,27107
ee61de1a83df1d6a9fe351166cba440e,27107
5eea8fc696e5bf78cde3248826b41c6a,27203
a974f7b340a55847c76717ce51ee7d68,27203
ba0517989da14dec85d4dff8089ba6fe,27203
d6316a73547e269bd645e90274d7f386,27203
daf0a6e48683b7442222588d2e21a11a,27203
e4301fe54ac62160015e363b32391c7d,27203
3cbf922861724e80eeee1f2b9ed48e7a,27205
567ff9275a35d4623a975dbd04081f06,27205
626a445401de2e4ae71f693de63c1271,27205
d1ab8b4a93718b14c9b9bbfab4ac7d7a,27217
87bbd9ebb6db94319dbf8ad48169473c,27239
e2d65ca6c4d28a5ab74fdb6da08fa03a,27253
fd2ca336cfe62dc8d4a46029de26c79b,27258
b2dcb782720e8f0f5670e46459a21041,27284
cbbef71c7df98a4088c92816f77c1e8d,27284
028cc9ed8f9854caf90cd709ff0f72ce,27292
82490dea18a31ac5c2c985c48dd0102b,27292
bde1fd5398488fbdcac9191375fd597b,27292
3f72d2d0e249fb804f3a32249a4e0b7d,27295
7a015cf14e16c29b907a6e626f688c61,27350
784ba87a52953095db1eb4ecc601a08d,27357
350d9754a678cb54780029b75e8f9caf,27360
c0333d8de37c8360fd84eba6056cb644,27376
2e222712a2d3ec58c22bf3b9a3ec5e47,27403
1607c8ab4d9fbe5b8172f95a5a1102f1,27510
507a44aef1935e19f1068d593d59878f,27510
f9f11863e799bd52061e2773cb435fe6,27511
2b90e2b02ab158f840a640615490b7b9,27517
f2a07f3722e792bd542721680c52097d,27520
fd860b77bec6fbfa42187cfac0762104,27520
c1d7d62fcc85be57f00355f2a51b0235,27525
635ca408e47cc83ec349c9947934195e,27527
f60b752e921a385ff3bcba10d52c6981,27529
d022bfd735ea717fa767713609a295db,27539
01eb362eb46690923d50a320b655add3,27604
dde2c793661ce73dec94a1c0db58937c,27604
d528d16b12fe236822c04e058e686d76,27606
ab89928d6ca9a84235bdd3b7fd08c85c,27610
dfbf1e6b1e46bfb3b111c0c7b5b7b705,27610
fc2988c9a2f24bfc71a210c7e78fcfaa,27610
8f2d83afbbb13a6ab4b32a09cf58276d,27612
21e681ef8dfc5a0064df0acf8b6af106,27613
67b6cbfc05ca385c583ff0e91042d5dc,27613
88fd73755cb391112bfccf0a300345b3,27613
a69b5a7e75bfdcff040687e6c13c2dde,27613
c5a07c899aacd96cd078d56128b59e30,27615
3ace651b8fc6239253e507fa82e72b56,27856
b36091b2bca509e4a602012e0e3b91e0,27858
4da0338318f39a8c65cefabd8a5741d1,27909
a645a30b54291c1e795ebda6b6a9adba,28018
6aa1e15b4b23184643e552190377cb4e,28043
d74d2d31a3d57b76cbb013c2a764cd2c,28054
0bb409dc8f478de980a80c676b1223b3,28078
27382f566a5e757d37825592e12dd0e9,28078
715d731b3b7d90c8bcb180634c8615f7,28078
390ca32bad2e21a1d131c475d075da35,28083
48ef0c434dd42bc71a5fd5a41c0f65c5,28117
f9afc4c7d0a32b590146d50e66752123,28146
165a53cc5c0ddd163773f4e0f381e6f0,28147
11f353962d71513ffb558e98d735fd96,28168
9de3fcee4d8ec2467e1181893b4557e7,28207
e7e9b8e94f99f81ec46b1d01bc687c49,28217
334b39570fac909d446888d711f71b9c,28273
4e60a91615848a6b2c6b6eb0a2d9acec,28303
033452fb5c1fb4bc86be74a57e5a2bf0,28305
02a9e03d26f0d70da608c2bdb5dbe309,28328
150e6d7cff98d197647cabf57d410cff,28328
ffcfae834e54f91d644880fad42a7cc9,28379
08313f5043c247b3946ff70c2ae26398,28412
215c442210dc060e9a050d61528d347e,28451
dd89246cca98af60d06669f1d8ab0394,28451
b16ea164a307ffb04c47cf39075b44bd,28479
72cb4cf30e4bd1a8f85b19f236b6eee3,28551
aa9b06da83dc7d2dcb623dd4dc9dd16c,28562
b5d108ed7832973f3742562f905d005c,28572
7803292e726647dfcb1da3d769595c6e,28645
0d3394342560bc02d8ad28327bdf8d55,28677
b6d5b1151d9b434d04bf1f8700eb9c51,28677
2cad1c21c5ea0de827822135643f5c22,28792
b72cd20f8f2a43a1039bf2ed17e381fc,28804
ebc9fb70764af625d48cdaf235e53015,28906
6bb30261499e44383ec5a89a2758c739,29042
9f6f713e3556e72fca6fc36476de23a5,29042
29eca141b8afbc3c28c867c2c616547d,29045
b5986dbf5e96f47c711e583588528f75,29053
d0257581f481f47ff4de02a39c0dce7a,29053
402c4fe7e9d89cd8b3e545f4ed1b3953,29063
ed104302e4332453da4b2f2a6b37a314,29067
35298f6e8ae1c4a59c92b5e1e9fa667c,29072
9e9f454f471c9bb60f994c9bc8801d72,29170
5f5d9969a73fa4f8b1c6a956356e29b1,29180
